IDP,1,2,4,8,16,32,64,128
1,0.96166,1.92304,3.84580,7.69219,15.37772,30.23076,60.55651,121.51946
11,3.93164,7.86235,15.75151,31.41882,62.73097,124.37804,248.25651,493.77741
2,37.62805,75.25767,150.55960,301.04333,589.99737,1169.98172,2336.91265,4655.61558
4,3.93261,7.87465,15.75068,31.39735,62.70902,124.01661,247.98174,492.82706
14,4.93854,9.87680,19.75719,39.52048,78.93654,156.92628,313.68778,626.49843
8,4.36622,8.73312,17.46769,34.87997,69.74094,138.96821,277.54909,552.70182
7,4.16757,8.33436,16.67236,33.34348,66.68199,133.26483,266.45042,532.66330
3,2.77965,5.55944,11.11842,22.23395,44.45577,88.76842,177.46653,354.86280
12,3.48204,6.96550,13.93030,27.86104,55.71168,111.41298,222.71521,444.76725
10,109.93695,219.81997,439.63993,878.63333,1753.82779,3480.41165,6738.39098,11949.41333
13,7.49932,15.00052,30.00054,59.99505,120.02223,235.10126,471.93576,948.86818
6,0.99714,0.99609,0.99471,0.99409,0.99498,0.99577,0.99614,0.99628
5,3.00368,6.00620,12.01308,24.02472,48.03720,96.05638,192.00986,383.64983
9,27.01084,54.06811,107.65237,214.86598,424.94358,837.96727,1668.91248,3319.28148
imp,1.44271,2.88569,5.77116,11.54072,23.08144,46.14623,92.27821,184.48044
ref,1.00000,1.99161,3.98925,7.98469,15.91388,31.80009,63.42576,126.38641
