IDP,1,2,4,8,16,32,64,128
1,1.00000,1.99970,3.99912,7.99885,15.99077,31.43593,62.97064,126.36393
11,1.00000,1.99976,4.00634,7.99127,15.95541,31.63514,63.14321,125.59063
2,1.00000,2.00004,4.00126,8.00050,15.67972,31.09334,62.10561,123.72727
4,1.00000,2.00240,4.00515,7.98385,15.94591,31.53546,63.05783,125.31812
14,1.00000,1.99994,4.00062,8.00247,15.98379,31.77587,63.51838,126.85914
8,1.00000,2.00016,4.00064,7.98860,15.97284,31.82804,63.56736,126.58588
7,1.00000,1.99981,4.00050,8.00071,16.00022,31.97665,63.93429,127.81159
3,1.00000,2.00005,3.99993,7.99882,15.99328,31.93507,63.84485,127.66442
12,1.00000,2.00041,4.00061,8.00135,15.99972,31.99646,63.96111,127.73176
10,1.00000,1.99951,3.99902,7.99216,15.95303,31.65825,61.29323,108.69333
13,1.00000,2.00025,4.00044,8.00007,16.00442,31.34969,62.93049,126.52726
6,1.00000,0.99895,0.99756,0.99694,0.99783,0.99862,0.99900,0.99913
5,1.00000,1.99961,3.99945,7.99842,15.99276,31.97953,63.92480,127.72646
9,1.00000,2.00172,3.98553,7.95481,15.73234,31.02338,61.78678,122.88704
imp,1.00000,2.00018,4.00022,7.99932,15.99865,31.98576,63.96165,127.87063
ref,1.00000,1.99161,3.98925,7.98469,15.91388,31.80009,63.42576,126.38641
